Country,Indicator,Year,Sex,Age,Value
Global,Estimated number of annual AIDS-related deaths,1995,Both,Age 10-19,"8,900"
Global,Estimated number of annual AIDS-related deaths,1995,Both,Age 15-19,"6,500"
Global,Estimated number of annual AIDS-related deaths,1995,Both,Age 5-9,"12,000"
Global,Estimated number of annual AIDS-related deaths,1995,Female,Age 0-14,"110,000"
Global,Estimated number of annual AIDS-related deaths,1995,Female,Age 0-19,"110,000"
Global,Estimated number of annual AIDS-related deaths,1995,Female,Age 0-4,"100,000"
Global,Estimated number of annual AIDS-related deaths,1995,Female,Age 0-9,"110,000"
Global,Estimated number of annual AIDS-related deaths,1995,Female,Age 10-14,"1,200"
Global,Estimated number of annual AIDS-related deaths,1995,Female,Age 10-19,"6,100"
Global,Estimated number of annual AIDS-related deaths,1995,Female,Age 15-19,"5,000"
Global,Estimated number of annual AIDS-related deaths,1995,Female,Age 5-9,"5,700"
Global,Estimated number of annual AIDS-related deaths,1995,Male,Age 0-14,"110,000"
Global,Estimated number of annual AIDS-related deaths,1995,Male,Age 0-19,"110,000"
Global,Estimated number of annual AIDS-related deaths,1995,Male,Age 0-4,"110,000"
Global,Estimated number of annual AIDS-related deaths,1995,Male,Age 0-9,"110,000"
Global,Estimated number of annual AIDS-related deaths,1995,Male,Age 10-14,"1,200"
Global,Estimated number of annual AIDS-related deaths,1995,Male,Age 10-19,"2,700"
Global,Estimated number of annual AIDS-related deaths,1995,Male,Age 15-19,"1,600"
Global,Estimated number of annual AIDS-related deaths,1995,Male,Age 5-9,"5,800"
Global,Estimated number of annual AIDS-related deaths,1996,Both,Age 0-14,"240,000"
Global,Estimated number of annual AIDS-related deaths,1996,Both,Age 0-19,"250,000"
Global,Estimated number of annual AIDS-related deaths,1996,Both,Age 0-4,"230,000"
Global,Estimated number of annual AIDS-related deaths,1996,Both,Age 0-9,"240,000"
Global,Estimated number of annual AIDS-related deaths,1996,Both,Age 10-14,"3,400"
Global,Estimated number of annual AIDS-related deaths,1996,Both,Age 10-19,"11,000"
Global,Estimated number of annual AIDS-related deaths,1996,Both,Age 15-19,"7,200"
Global,Estimated number of annual AIDS-related deaths,1996,Both,Age 5-9,"14,000"
Global,Estimated number of annual AIDS-related deaths,1996,Female,Age 0-14,"120,000"
Global,Estimated number of annual AIDS-related deaths,1996,Female,Age 0-19,"130,000"
Global,Estimated number of annual AIDS-related deaths,1996,Female,Age 0-4,"110,000"
Global,Estimated number of annual AIDS-related deaths,1996,Female,Age 0-9,"120,000"
Global,Estimated number of annual AIDS-related deaths,1996,Female,Age 10-14,"1,700"
Global,Estimated number of annual AIDS-related deaths,1996,Female,Age 10-19,"7,200"
Global,Estimated number of annual AIDS-related deaths,1996,Female,Age 15-19,"5,500"
Global,Estimated number of annual AIDS-related deaths,1996,Female,Age 5-9,"7,100"
Global,Estimated number of annual AIDS-related deaths,1996,Male,Age 0-14,"120,000"
Global,Estimated number of annual AIDS-related deaths,1996,Male,Age 0-19,"130,000"
Global,Estimated number of annual AIDS-related deaths,1996,Male,Age 0-4,"110,000"
Global,Estimated number of annual AIDS-related deaths,1996,Male,Age 0-9,"120,000"
Global,Estimated number of annual AIDS-related deaths,1996,Male,Age 10-14,"1,700"
Global,Estimated number of annual AIDS-related deaths,1996,Male,Age 10-19,"3,400"
Global,Estimated number of annual AIDS-related deaths,1996,Male,Age 15-19,"1,700"
Global,Estimated number of annual AIDS-related deaths,1996,Male,Age 5-9,"7,200"
Global,Estimated number of annual AIDS-related deaths,1997,Both,Age 0-14,"260,000"
Global,Estimated number of annual AIDS-related deaths,1997,Both,Age 0-19,"270,000"
Global,Estimated number of annual AIDS-related deaths,1997,Both,Age 0-4,"240,000"
Global,Estimated number of annual AIDS-related deaths,1997,Both,Age 0-9,"260,000"
Global,Estimated number of annual AIDS-related deaths,1997,Both,Age 10-14,"4,700"
Global,Estimated number of annual AIDS-related deaths,1997,Both,Age 10-19,"13,000"
Global,Estimated number of annual AIDS-related deaths,1997,Both,Age 15-19,"7,900"
Global,Estimated number of annual AIDS-related deaths,1997,Both,Age 5-9,"17,000"
Global,Estimated number of annual AIDS-related deaths,1997,Female,Age 0-14,"130,000"
Global,Estimated number of annual AIDS-related deaths,1997,Female,Age 0-19,"130,000"
Global,Estimated number of annual AIDS-related deaths,1997,Female,Age 0-4,"120,000"
Global,Estimated number of annual AIDS-related deaths,1997,Female,Age 0-9,"130,000"
Global,Estimated number of annual AIDS-related deaths,1997,Female,Age 10-14,"2,400"
Global,Estimated number of annual AIDS-related deaths,1997,Female,Age 10-19,"8,300"
Global,Estimated number of annual AIDS-related deaths,1997,Female,Age 15-19,"6,000"
Global,Estimated number of annual AIDS-related deaths,1997,Female,Age 5-9,"8,500"
Global,Estimated number of annual AIDS-related deaths,1997,Male,Age 0-14,"130,000"
Global,Estimated number of annual AIDS-related deaths,1997,Male,Age 0-19,"130,000"
Global,Estimated number of annual AIDS-related deaths,1997,Male,Age 0-4,"120,000"
Global,Estimated number of annual AIDS-related deaths,1997,Male,Age 0-9,"130,000"
Global,Estimated number of annual AIDS-related deaths,1997,Male,Age 10-14,"2,400"
Global,Estimated number of annual AIDS-related deaths,1997,Male,Age 10-19,"4,200"
Global,Estimated number of annual AIDS-related deaths,1997,Male,Age 15-19,"1,900"
Global,Estimated number of annual AIDS-related deaths,1997,Male,Age 5-9,"8,700"
Global,Estimated number of annual AIDS-related deaths,1998,Both,Age 0-14,"280,000"
Global,Estimated number of annual AIDS-related deaths,1998,Both,Age 0-19,"290,000"
Global,Estimated number of annual AIDS-related deaths,1998,Both,Age 0-4,"250,000"
Global,Estimated number of annual AIDS-related deaths,1998,Both,Age 0-9,"270,000"
Global,Estimated number of annual AIDS-related deaths,1998,Both,Age 10-14,"6,400"
Global,Estimated number of annual AIDS-related deaths,1998,Both,Age 10-19,"15,000"
Global,Estimated number of annual AIDS-related deaths,1998,Both,Age 15-19,"8,700"
Global,Estimated number of annual AIDS-related deaths,1998,Both,Age 5-9,"20,000"
Global,Estimated number of annual AIDS-related deaths,1998,Female,Age 0-14,"140,000"
Global,Estimated number of annual AIDS-related deaths,1998,Female,Age 0-19,"140,000"
Global,Estimated number of annual AIDS-related deaths,1998,Female,Age 0-4,"120,000"
Global,Estimated number of annual AIDS-related deaths,1998,Female,Age 0-9,"130,000"
Global,Estimated number of annual AIDS-related deaths,1998,Female,Age 10-14,"3,200"
Global,Estimated number of annual AIDS-related deaths,1998,Female,Age 10-19,"9,700"
Global,Estimated number of annual AIDS-related deaths,1998,Female,Age 15-19,"6,500"
Global,Estimated number of annual AIDS-related deaths,1998,Female,Age 5-9,"10,000"
Global,Estimated number of annual AIDS-related deaths,1998,Male,Age 0-14,"140,000"
Global,Estimated number of annual AIDS-related deaths,1998,Male,Age 0-19,"140,000"
Global,Estimated number of annual AIDS-related deaths,1998,Male,Age 0-4,"130,000"
Global,Estimated number of annual AIDS-related deaths,1998,Male,Age 0-9,"140,000"
Global,Estimated number of annual AIDS-related deaths,1998,Male,Age 10-14,"3,200"
Global,Estimated number of annual AIDS-related deaths,1998,Male,Age 10-19,"5,400"
Global,Estimated number of annual AIDS-related deaths,1998,Male,Age 15-19,"2,200"
Global,Estimated number of annual AIDS-related deaths,1998,Male,Age 5-9,"10,000"
Global,Estimated number of annual AIDS-related deaths,1999,Both,Age 0-14,"290,000"
Global,Estimated number of annual AIDS-related deaths,1999,Both,Age 0-19,"300,000"
Global,Estimated number of annual AIDS-related deaths,1999,Both,Age 0-4,"260,000"
Global,Estimated number of annual AIDS-related deaths,1999,Both,Age 0-9,"280,000"
Global,Estimated number of annual AIDS-related deaths,1999,Both,Age 10-14,"8,400"
Global,Estimated number of annual AIDS-related deaths,1999,Both,Age 10-19,"18,000"
Global,Estimated number of annual AIDS-related deaths,1999,Both,Age 15-19,"9,800"
Global,Estimated number of annual AIDS-related deaths,1999,Both,Age 5-9,"23,000"
Global,Estimated number of annual AIDS-related deaths,1999,Female,Age 0-14,"140,000"
Global,Estimated number of annual AIDS-related deaths,1999,Female,Age 0-19,"150,000"
Global,Estimated number of annual AIDS-related deaths,1999,Female,Age 0-4,"130,000"
Global,Estimated number of annual AIDS-related deaths,1999,Female,Age 0-9,"140,000"
Global,Estimated number of annual AIDS-related deaths,1999,Female,Age 10-14,"4,200"
Global,Estimated number of annual AIDS-related deaths,1999,Female,Age 10-19,"11,000"
Global,Estimated number of annual AIDS-related deaths,1999,Female,Age 15-19,"7,100"
Global,Estimated number of annual AIDS-related deaths,1999,Female,Age 5-9,"11,000"
Global,Estimated number of annual AIDS-related deaths,1999,Male,Age 0-14,"150,000"
Global,Estimated number of annual AIDS-related deaths,1999,Male,Age 0-19,"150,000"
Global,Estimated number of annual AIDS-related deaths,1999,Male,Age 0-4,"130,000"
Global,Estimated number of annual AIDS-related deaths,1999,Male,Age 0-9,"140,000"
Global,Estimated number of annual AIDS-related deaths,1999,Male,Age 10-14,"4,200"
Global,Estimated number of annual AIDS-related deaths,1999,Male,Age 10-19,"6,900"
Global,Estimated number of annual AIDS-related deaths,1999,Male,Age 15-19,"2,600"
Global,Estimated number of annual AIDS-related deaths,1999,Male,Age 5-9,"12,000"
Global,Estimated number of annual AIDS-related deaths,2000,Both,Age 0-14,"300,000"
Global,Estimated number of annual AIDS-related deaths,2000,Both,Age 0-19,"310,000"
Global,Estimated number of annual AIDS-related deaths,2000,Both,Age 0-4,"270,000"
Global,Estimated number of annual AIDS-related deaths,2000,Both,Age 0-9,"290,000"
Global,Estimated number of annual AIDS-related deaths,2000,Both,Age 10-14,"11,000"
Global,Estimated number of annual AIDS-related deaths,2000,Both,Age 10-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2000,Both,Age 15-19,"11,000"
Global,Estimated number of annual AIDS-related deaths,2000,Both,Age 5-9,"26,000"
Global,Estimated number of annual AIDS-related deaths,2000,Female,Age 0-14,"150,000"
Global,Estimated number of annual AIDS-related deaths,2000,Female,Age 0-19,"160,000"
Global,Estimated number of annual AIDS-related deaths,2000,Female,Age 0-4,"130,000"
Global,Estimated number of annual AIDS-related deaths,2000,Female,Age 0-9,"140,000"
Global,Estimated number of annual AIDS-related deaths,2000,Female,Age 10-14,"5,400"
Global,Estimated number of annual AIDS-related deaths,2000,Female,Age 10-19,"13,000"
Global,Estimated number of annual AIDS-related deaths,2000,Female,Age 15-19,"7,800"
Global,Estimated number of annual AIDS-related deaths,2000,Female,Age 5-9,"13,000"
Global,Estimated number of annual AIDS-related deaths,2000,Male,Age 0-14,"150,000"
Global,Estimated number of annual AIDS-related deaths,2000,Male,Age 0-19,"160,000"
Global,Estimated number of annual AIDS-related deaths,2000,Male,Age 0-4,"140,000"
Global,Estimated number of annual AIDS-related deaths,2000,Male,Age 0-9,"150,000"
Global,Estimated number of annual AIDS-related deaths,2000,Male,Age 10-14,"5,500"
Global,Estimated number of annual AIDS-related deaths,2000,Male,Age 10-19,"8,800"
Global,Estimated number of annual AIDS-related deaths,2000,Male,Age 15-19,"3,300"
Global,Estimated number of annual AIDS-related deaths,2000,Male,Age 5-9,"13,000"
Global,Estimated number of annual AIDS-related deaths,2001,Both,Age 0-14,"310,000"
Global,Estimated number of annual AIDS-related deaths,2001,Both,Age 0-19,"320,000"
Global,Estimated number of annual AIDS-related deaths,2001,Both,Age 0-4,"270,000"
Global,Estimated number of annual AIDS-related deaths,2001,Both,Age 0-9,"300,000"
Global,Estimated number of annual AIDS-related deaths,2001,Both,Age 10-14,"14,000"
Global,Estimated number of annual AIDS-related deaths,2001,Both,Age 10-19,"26,000"
Global,Estimated number of annual AIDS-related deaths,2001,Both,Age 15-19,"13,000"
Global,Estimated number of annual AIDS-related deaths,2001,Both,Age 5-9,"29,000"
Global,Estimated number of annual AIDS-related deaths,2001,Female,Age 0-14,"150,000"
Global,Estimated number of annual AIDS-related deaths,2001,Female,Age 0-19,"160,000"
Global,Estimated number of annual AIDS-related deaths,2001,Female,Age 0-4,"130,000"
Global,Estimated number of annual AIDS-related deaths,2001,Female,Age 0-9,"150,000"
Global,Estimated number of annual AIDS-related deaths,2001,Female,Age 10-14,"6,700"
Global,Estimated number of annual AIDS-related deaths,2001,Female,Age 10-19,"15,000"
Global,Estimated number of annual AIDS-related deaths,2001,Female,Age 15-19,"8,700"
Global,Estimated number of annual AIDS-related deaths,2001,Female,Age 5-9,"14,000"
Global,Estimated number of annual AIDS-related deaths,2001,Male,Age 0-14,"160,000"
Global,Estimated number of annual AIDS-related deaths,2001,Male,Age 0-19,"160,000"
Global,Estimated number of annual AIDS-related deaths,2001,Male,Age 0-4,"140,000"
Global,Estimated number of annual AIDS-related deaths,2001,Male,Age 0-9,"150,000"
Global,Estimated number of annual AIDS-related deaths,2001,Male,Age 10-14,"6,800"
Global,Estimated number of annual AIDS-related deaths,2001,Male,Age 10-19,"11,000"
Global,Estimated number of annual AIDS-related deaths,2001,Male,Age 15-19,"4,100"
Global,Estimated number of annual AIDS-related deaths,2001,Male,Age 5-9,"15,000"
Global,Estimated number of annual AIDS-related deaths,2002,Both,Age 0-14,"320,000"
Global,Estimated number of annual AIDS-related deaths,2002,Both,Age 0-19,"330,000"
Global,Estimated number of annual AIDS-related deaths,2002,Both,Age 0-4,"270,000"
Global,Estimated number of annual AIDS-related deaths,2002,Both,Age 0-9,"300,000"
Global,Estimated number of annual AIDS-related deaths,2002,Both,Age 10-14,"16,000"
Global,Estimated number of annual AIDS-related deaths,2002,Both,Age 10-19,"31,000"
Global,Estimated number of annual AIDS-related deaths,2002,Both,Age 15-19,"15,000"
Global,Estimated number of annual AIDS-related deaths,2002,Both,Age 5-9,"31,000"
Global,Estimated number of annual AIDS-related deaths,2002,Female,Age 0-14,"160,000"
Global,Estimated number of annual AIDS-related deaths,2002,Female,Age 0-19,"170,000"
Global,Estimated number of annual AIDS-related deaths,2002,Female,Age 0-4,"130,000"
Global,Estimated number of annual AIDS-related deaths,2002,Female,Age 0-9,"150,000"
Global,Estimated number of annual AIDS-related deaths,2002,Female,Age 10-14,"8,100"
Global,Estimated number of annual AIDS-related deaths,2002,Female,Age 10-19,"18,000"
Global,Estimated number of annual AIDS-related deaths,2002,Female,Age 15-19,"9,600"
